UserMessageHandlersNamespace	[object Window]	Function	function UserMessageHandlersNamespace() {\n    [native code]\n}
WebKitNamespace	[object Window]	Function	function WebKitNamespace() {\n    [native code]\n}
WebKitPoint	[object Window]	Function	function WebKitPoint() {\n    [native code]\n}
MimeType	[object Window]	Function	function MimeType() {\n    [native code]\n}
MimeTypeArray	[object Window]	Function	function MimeTypeArray() {\n    [native code]\n}
Plugin	[object Window]	Function	function Plugin() {\n    [native code]\n}
PluginArray	[object Window]	Function	function PluginArray() {\n    [native code]\n}
Storage	[object Window]	Function	function Storage() {\n    [native code]\n}
StorageEvent	[object Window]	Function	function StorageEvent() {\n    [native code]\n}
SVGAElement	[object Window]	Function	function SVGAElement() {\n    [native code]\n}
SVGAltGlyphDefElement	[object Window]	Function	function SVGAltGlyphDefElement() {\n    [native code]\n}
